gene,ctd,number of occurrences
LOC105370601,NF,1281
PPP2R5A,NDE,1278
ACSL1,NDE,1278
LOC105378335,NF,1278
LOC107984621,NF,1275
SHOX,NF,1275
LOC105379340,NF,1273
LINC01932,NF,1270
PSMB8,NDE,1269
PSMB8-AS1,NF,1269
NKAP,NDE,1267
LOC105379362,NF,1266
FGF14,NDE,1263
CHMP1B2P,NF,1261
UFD1,NDE,1260
RAP2C-AS1,NF,1259
MBNL3,NDE,1259
LINC01807,NF,1259
LINC00561,NF,1258
LOC107986791,NF,1255
URGCP,NDE,1255
ZNF250,NDE,1254
LOC105376017,NF,1248
LOC107985262,NF,1247
LOC100507103,NF,1242
KCNV2,NDE,1239
LOC105372602,NF,1238
PFKFB1,NDE,1223
DOK6,NDE,1222
ADPRM,NDE,1221
KLHL40,NDE,1217
HIGD1A,NDE,1216
LOC107985138,NF,1216
AARS,NDE,1210
STAT6,NDE,1210
LOC101927484,NF,1209
SPATS2,NDE,1206
PKIA,NDE,1201
GOLGA1,NDE,1200
LOC284191,NF,1199
LOC100506083,NF,1199
LOC105378640,NF,1193
LOC105371980,NF,1192
CSNK2B,NDE,1184
AGBL2,NDE,1184
DSTN,NDE,1177
SFTA1P,NF,1175
LINC00880,NF,1169
LINC02029,NF,1169
LRRTM4,NDE,1163
MGLL,NDE,1158
ADAM32,NDE,1150
NOL9,NDE,1149
STEAP4,NDE,1149
CAMTA1,NDE,1147
ADIG,NDE,1143
MRPS21,NDE,1136
FLJ40194,NF,1133
LOC105374815,NF,1129
LOC107987418,NF,1127
LOC105377254,NF,1127
LOC105373921,NF,1127
CXCL17,NDE,1116
CDR2,NDE,1115
LINC00613,NF,1114
YIPF2,NDE,1113
TRIM16,NDE,1110
BLMH,NDE,1110
LOC107984790,NF,1109
LOC107985932,NF,1109
LINC01951,NF,1104
LOC105372860,NF,1104
RRAGC,NDE,1099
LRRCC1,NDE,1096
TCP11L2,NDE,1095
RAI1,NF,1092
RAI1-AS1,NF,1092
OR2AT4,NDE,1089
LINC02530,NF,1085
CCAR1,NDE,1085
GCNT7,NF,1084
PIK3C3,NDE,1080
HLA-V,NF,1077
LOC107986922,NF,1076
LOC107986127,NF,1075
TNNI1,NDE,1074
LOC105371264,NF,1074
MAATS1,NDE,1073
TRIM38,NDE,1073
ZAN,NDE,1065
ZNF138,NF,1064
LOC105371975,NF,1063
CXCL13,NDE,1063
LOC105372770,NF,1060
BACH1-IT3,NF,1060
ARF1,NDE,1059
NOSIP,NDE,1057
CHST2,NDE,1050
LOC105375344,NF,1048
COG1,NDE,1046
SLC35B3,NDE,1044
LOC107984381,NF,1039
CCDC88B,NDE,1038
PWP1,NDE,1037
LOC101928836,NF,1030
GON4L,NDE,1029
LOC107984615,NF,1028
PKMYT1,NDE,1026
MROH7-TTC4,NF,1025
RACGAP1,NDE,1022
SLC22A16,NF,1021
SPATA22,NDE,1021
TRPV3,NDE,1020
COL11A2,NDE,1018
MBP,NDE,1017
NBPF22P,NF,1017
CSNK1E,NDE,1011
ZNF275,NF,1006
TLDC1,NDE,1006
LOC105373378,NF,1006
GIMAP8,NDE,1004
LOC105376016,NF,1004
MPZ,NDE,1002
TRIM62,NDE,999
SARAF,NDE,999
LOC400927,NF,996
NABP1,NDE,994
NSD2,NDE,993
MACROD1,NDE,986
SLC25A29,NDE,984
TSPEAR-AS1,NF,983
TRIM15,NDE,981
MIR6766,NF,978
ARHGEF33,NDE,971
LOC105374471,NF,971
LOC105372881,NF,965
SDE2,NDE,965
GNG8,NDE,965
TSPAN13,NDE,965
LOC105376144,NF,958
SCNN1B,NDE,957
BRD3,NDE,957
LOC105375578,NF,953
STRAP,NDE,952
NMNAT1,NDE,950
MRGPRF-AS1,NF,948
IFI44,NDE,947
NCOA7,NDE,947
NAA40,NDE,946
SOX5,NDE,944
HNF1B,NDE,940
LOC107986178,NF,939
POLR3A,NDE,935
MRNIP,NDE,933
IFI6,NDE,929
TSPEAR-AS2,NF,928
FNDC8,NDE,926
LOC105377938,NF,925
TSSK3,NDE,925
FAM229A,NDE,925
LOC105377137,NF,925
PNPLA6,NDE,923
LOC107986933,NF,922
CWC25,NDE,920
MYH10,NDE,920
PIP5K1B,NDE,916
PPIEL,NF,916
RPS24,NDE,914
LOC107986762,NF,909
GAB3,NDE,907
MYLK,NDE,907
LOC107984469,NF,906
LOC105372217,NF,904
LOC105370807,NF,903
TGM3,NDE,902
LOC105379333,NF,901
LOC105379332,NF,900
PM20D2,NDE,898
SRSF12,NDE,898
RRAS2,NDE,896
SEL1L,NDE,896
LOC105369697,NF,893
LOC101927069,NF,892
HYDIN,NDE,889
UNC5D,NDE,889
PEX3,NDE,888
RNF44,NDE,887
LIG3,NDE,887
C15orf48,NF,887
MIR147B,NF,887
LOC105379004,NF,886
CXCL6,NDE,885
LINC00661,NF,883
PTPRG,NDE,881
FAM155A,NDE,878
LOC105373831,NF,877
OBP2B,NDE,877
LOC100507205,NF,876
LOC105377296,NF,872
LOC105374229,NF,870
FCAMR,NDE,870
HS6ST2-AS1,NF,865
HS6ST2,NDE,865
NCOA7-AS1,NF,861
ARMC10,NDE,859
RFC1,NDE,859
ELP3,NDE,858
TMEM266,NDE,857
ISM2,NDE,854
CST13P,NF,853
LOC105372686,NF,852
C16orf96,NF,850
LOC105371195,NF,844
LOC105372503,NF,843
LOC105373830,NF,841
LOC101928230,NF,840
NRG1-IT1,NF,839
FLRT1,NF,839
LOC105370974,NF,839
CREBBP,NDE,838
LOC105379343,NF,836
MIR1267,NF,827
NOVA1-AS1,NF,826
LOC107983984,NF,824
LOC107985228,NF,823
MICU3,NDE,823
LOC105379354,NF,822
PLAGL2,NDE,816
LOC105370460,NF,816
LOC107986016,NF,814
LOC105378247,NF,808
TMEM106A,NDE,808
LOC105376632,NF,807
LOC107984671,NF,803
POFUT1,NDE,799
LOC102723670,NF,798
ZSCAN16-AS1,NF,794
LOC101927978,NF,793
LINC02360,NF,791
LOC105375155,NF,788
LOC105372714,NF,786
BPTF,NDE,785
MED17,NDE,782
RPL37A,NDE,780
LOC100507554,NF,780
KYAT3,NDE,779
ADGRF3,NDE,773
RTL9,NF,772
LOC107986443,NF,771
RALGAPB,NDE,768
FCRL2,NF,766
MYCBP2,NDE,764
LINC00941,NF,764
KDM4A,NDE,761
LOC105371836,NF,759
CHADL,NDE,759
L3MBTL2,NDE,759
LOC100506544,NF,759
LOC105378796,NF,757
H1FOO,NDE,756
FAM78B,NDE,755
LINC00976,NF,754
LOC105372016,NF,751
LOC105371814,NF,750
JCHAIN,NDE,749
CILP,NDE,747
FBXO6,NDE,747
LINC02392,NF,745
RPS6KC1,NDE,741
LOC105379365,NF,741
CXCL14,NDE,741
FHOD1,NDE,740
OR2AP1,NF,737
CRYGS,NDE,735
APEX2,NDE,733
IQGAP3,NDE,732
CMAS,NDE,732
SIAE,NDE,731
RBFOX1,NDE,729
LOC105375282,NF,724
CTSH,NF,724
KDM4A-AS1,NF,722
CTXN2,NF,722
ADAP1,NDE,722
DESI1,NDE,721
CD209,NDE,720
AATF,NDE,719
LOC105369194,NF,719
C8orf33,NF,716
LOC107983994,NF,716
GTF2E2,NDE,716
LOC105370125,NF,714
UGT2B10,NDE,714
VPS35,NDE,713
RXRB,NDE,711
RBMXL1,NDE,711
LINC02375,NF,709
DNAH7,NDE,705
LINC01182,NF,703
LINC00368,NF,702
HCG4,NF,702
USP12-AS2,NF,701
GNA13,NDE,700
LOC105372753,NF,697
LOC105373750,NF,695
GPT2,NDE,693
LOC107985242,NF,688
SSX5,NDE,688
GPX4,NDE,688
LOC107984008,NF,684
STK32A-AS1,NF,684
LOC105372363,NF,683
LOC105379080,NF,680
LOC107985338,NF,678
AFM,NDE,678
MIR548O2,NF,674
MFGE8,NDE,674
NARS2,NDE,672
ZFHX3,NDE,671
LOC105370655,NF,670
ADAT2,NDE,668
LOC105370777,NF,666
ESD,NDE,664
RICTOR,NDE,663
LOC105372364,NF,660
ZNF17,NDE,660
CHRNB2,NDE,659
GPC6,NDE,657
BLOC1S6,NDE,657
SMIM18,NF,656
RBPMS,NDE,655
LINC01257,NF,653
LOC441728,NF,652
LINC00659,NF,651
LOC107985428,NF,651
LOC105373058,NF,651
C1RL-AS1,NF,650
CTTNBP2NL,NDE,650
LOC100506747,NF,649
MOG,NDE,648
SUPT3H,NDE,648
LOC105370981,NF,646
HPX,NDE,646
TFRC,NDE,643
LOC100130548,NF,639
OVOS2,NDE,638
ANKRD13C,NDE,637
LOC101929142,NF,636
LOC107986600,NF,634
LOC102724417,NF,633
MRPS18C,NDE,633
ASH2L,NDE,631
LOC105372633,NF,629
GPC6-AS2,NF,628
LOC105371664,NF,627
LOC110117498-PIK3R3,NF,627
PIK3R3,NDE,627
LOC107985179,NF,626
FRMD4A,NDE,625
LOC151760,NF,623
FRYL,NDE,622
LINC02427,NF,622
AXIN1,NDE,615
LOC105371554,NF,615
ZNF287,NDE,615
WNT2B,NDE,614
LINC01657,NF,614
PLEKHG5,NDE,614
LOC101929550,NF,612
WRB-SH3BGR,NF,611
LOC105378085,NF,611
LOC105369403,NF,611
SH3BGR,NDE,611
SGCE,NDE,609
ARHGEF28,NDE,609
DOLPP1,NDE,609
LOC105370780,NF,609
RAD51D,NDE,608
OR8K5,NDE,606
PPM1A,NDE,604
LOC105372362,NF,598
LOC107984384,NF,596
TTC4,NDE,596
LOC105370652,NF,595
LOC107985241,NF,593
CKAP4,NDE,593
FGF14-IT1,NF,593
ATMIN,NDE,590
BMP3,NDE,590
PYM1,NDE,589
LOC105372631,NF,589
LOC101929439,NF,588
EPPIN-WFDC6,NF,584
MEPE,NDE,583
ANKRD28,NDE,580
SUPT5H,NDE,580
LOC105378760,NF,579
LOC105371755,NF,578
MIS18A,NDE,577
LOC105374946,NF,576
MDC1,NDE,575
EPS8,NDE,575
KLK7,NDE,575
LINC01609,NF,574
CD86,NDE,574
LOC105377763,NF,574
USP12,NDE,573
HIPK1-AS1,NF,570
HIPK1,NDE,570
OR51L1,NDE,570
MIRLET7BHG,NF,568
CYB5A,NDE,568
OR9G4,NDE,566
MIR6128,NF,566
POLA1,NDE,566
SF1,NDE,566
LRG1,NDE,564
PRDX1,NDE,564
LINC01510,NF,562
MDC1-AS1,NF,562
LINC01153,NF,560
P4HA1,NDE,559
LOC102724467,NF,559
RPS11,NDE,559
LOC105371302,NF,559
NRM,NDE,559
LOC105371399,NF,559
ZNF746,NDE,555
LOC105377397,NF,555
LOC105378761,NF,552
LINC01456,NF,552
KAZN,NDE,551
LOC107986423,NF,551
CERNA3,NF,551
LOC107984576,NF,551
SNORD54,NF,551
DHX16,NDE,550
TEX22,NF,549
UGCG,NDE,545
USP12-AS1,NF,544
KAT6B,NDE,544
LOC105371754,NF,541
DNAAF1,NDE,541
LOC729732,NF,539
LOC105370182,NF,539
SMIM14,NDE,539
ERBB3,NDE,539
RESP18,NDE,539
LSM14B,NDE,538
CDH23,NDE,538
LINC01541,NF,538
TRIP11,NDE,537
ZDHHC5,NDE,536
LOC730100,NF,536
LOC101927647,NF,535
LOC105371586,NF,533
FBXO16,NDE,533
LOC105372706,NF,532
LOC105372360,NF,531
LOC107987245,NF,530
CSF2RB,NDE,530
DPH7,NDE,529
HBD,NF,529
LOC105373023,NF,529
LOC105371953,NF,528
FLNA,NDE,528
LOC105377993,NF,527
LOC105377992,NF,527
PELP1,NDE,527
QSER1,NDE,526
ELOVL4,NDE,526
CPPED1,NDE,525
SNX16,NDE,525
CDH23-AS1,NF,525
LOC105373122,NF,524
COL9A2,NDE,523
RRP15,NDE,523
LOC105376449,NF,522
ATRNL1,NDE,521
LOC105377095,NF,518
CASD1,NDE,516
CYP4F2,NDE,516
LOC105378926,NF,515
PRUNE1,NDE,514
PEX11B,NDE,514
BPIFB1,NDE,511
SUPV3L1,NDE,510
GPS2,NDE,509
PNN,NDE,508
LINC00595,NF,508
LOC107985665,NF,508
LOC105377284,NF,507
SFTA3,NDE,507
OR2Z1,NDE,507
RORA,NDE,506
HDC,NDE,505
LOC105369484,NF,505
LOC105378879,NF,504
NEMF,NDE,504
LOC105377276,NF,503
BNIPL,NDE,502
CASP1P2,NF,502
LOC105374459,NF,500
CMPK1,NDE,499
ERV3-1-ZNF117,NF,495
SERPINB12,NDE,494
NRCAM,NDE,492
MORC3,NDE,492
LOC107985766,NF,492
TTLL8,NDE,491
RABGAP1,NDE,490
ACYP2,NDE,489
TNFRSF1A,NDE,488
MIR1254-1,NF,488
ERBIN,NDE,487
PRICKLE2,NDE,487
LOC105371356,NF,486
FAH,NDE,485
LOC105376090,NF,485
SLMAP,NDE,485
KLRG1,NDE,484
ST3GAL3,NDE,484
NUDC,NDE,483
LINC01771,NF,482
LOC105378731,NF,482
LOC101929592,NF,481
LINC02283,NF,481
PDXDC2P-NPIPB14P,NDE,480
NHLRC2,NDE,480
DAB1,NDE,480
ADARB2,NDE,479
OTUD7B,NDE,479
NLRP1,NDE,479
LOC105373608,NF,478
BIVM-ERCC5,NF,478
TIMM17A,NDE,478
CENPW,NDE,476
EIF4G3,NDE,473
LOC105376426,NF,470
LOC101929165,NF,470
LOC105375822,NF,469
LOC105374615,NF,468
XPA,NDE,467
LOC107986183,NF,466
LOC105375138,NF,466
ZNF492,NF,466
ADAMTS17,NDE,464
EPPIN,NF,464
CDC25A,NDE,464
LOC107985985,NF,463
LOC105374404,NF,463
GRM3,NDE,463
ATP6V1E2,NDE,462
LOC105373819,NF,462
LOC100131257,NF,462
MEIS2,NDE,461
SLC24A5,NDE,460
ITGB3BP,NDE,460
EPGN,NDE,459
LINC00379,NF,459
LOC105370397,NF,456
LOC107986618,NF,456
LOC105370461,NF,455
CORO7,NDE,455
MCF2,NDE,455
CORO7-PAM16,NF,455
LEMD3,NDE,454
LOC105377697,NF,454
ZNF192P1,NF,453
CDK6,NDE,453
BLOC1S5-TXNDC5,NF,451
TTPA,NDE,451
BLOC1S5,NDE,450
EEF1E1-BLOC1S5,NF,450
PRICKLE2-AS1,NF,449
PTDSS1,NDE,447
LOC105375652,NF,447
CCT6B,NDE,446
LOC105370301,NF,446
HLA-DPB2,NF,444
SNRPD3,NDE,444
FPGT-TNNI3K,NF,443
STYXL1,NDE,443
LOC107984471,NF,443
TNNI3K,NDE,443
OPA1-AS1,NF,441
LOC105378286,NF,441
MARCH8,NDE,441
OPA1,NDE,441
LOC102724363,NF,439
ERCC5,NDE,437
LOC107984814,NF,437
BCORL1,NDE,437
LINC02569,NF,434
TTC21B,NDE,434
ACE2,NDE,434
PDE2A,NDE,434
LOC107986965,NF,434
LOC105376035,NF,432
LOC100130587,NF,432
CHRNA4,NDE,432
CYP27A1,NDE,432
CCDC47,NDE,431
ANKRD29,NDE,430
EFCAB7,NDE,430
ATXN2,NDE,430
LOC100507506,NF,429
MROH7,NDE,429
ADD3,NDE,428
CD9,NDE,428
LOC105371082,NF,426
F10,NDE,424
GPR21,NDE,424
LOC105373767,NF,423
DCAF1,NDE,423
LUC7L,NDE,422
POLR3C,NDE,422
ELOF1,NDE,420
MAPKAPK5,NDE,419
LOC105376342,NF,418
F9,NDE,417
PECAM1,NDE,417
MKNK1,NDE,415
ST6GALNAC1,NDE,414
LOC105375009,NF,412
ACSM3,NDE,412
LOC105369625,NF,412
ACTR3,NDE,412
LINC00261,NDE,411
ATP5IF1,NF,409
SET,NDE,408
SEPT12,NDE,408
SDR42E2,NF,408
ARHGEF6,NDE,407
PHKA1,NDE,407
ZNF716,NF,406
C12orf60,NF,406
R3HCC1L,NDE,405
BCOR,NDE,405
ZNF184,NDE,405
CLIC4,NDE,404
DNAI1,NDE,403
PDE4D,NDE,403
LOC105376542,NF,402
LOC105371089,NF,402
LOC107986964,NF,401
HSD17B7P2,NF,399
ZDHHC9,NDE,399
TM4SF18,NF,399
PYGM,NDE,399
PRICKLE2-AS2,NF,398
FAM227B,NF,395
LOC105378747,NF,395
BMX,NDE,394
FGF7,NDE,393
DOCK1,NDE,393
FAM20C,NDE,392
GPC3,NDE,391
CCDC85C,NDE,390
LOC105376829,NF,389
LOC105376830,NF,389
CCNE1,NDE,389
RALGPS1,NDE,389
PPP1R8,NDE,388
AOC1,NDE,387
LOC105375567,NF,387
MALRD1,NDE,386
ABCA17P,NF,386
HNRNPUL2-BSCL2,NDE,386
HNRNPUL2,NDE,386
TTC9C,NDE,386
MAN2A2,NDE,385
RBPMS2,NDE,385
KCNE1,NDE,383
LOC105372792,NF,383
H3F3A,NDE,379
TNIP3,NDE,378
COTL1,NDE,378
TRAF6,NDE,377
PPIP5K2,NDE,377
LINC01570,NF,375
VBP1,NDE,375
LOC105378756,NF,373
CTNNBIP1,NDE,373
ANKS1B,NDE,372
CPSF6,NDE,372
TANGO6,NDE,371
LOC107984533,NF,371
GRAMD1C,NDE,371
OR6C74,NDE,371
RASSF6,NDE,370
GUCY2C,NDE,370
LGALS12,NDE,370
TMTC3,NF,370
TMEM116,NDE,369
ALDH1A1,NDE,369
U2SURP,NDE,368
PTCD2,NDE,366
ZNF609,NDE,365
TTC21B-AS1,NF,363
LAPTM5,NDE,362
BRPF1,NDE,362
LOC105378552,NF,362
BTN3A2,NDE,361
L3MBTL4,NDE,361
LINC00894,NF,361
ZMYND12,NDE,361
DNA2,NDE,360
LOC105374773,NF,360
CLPB,NDE,360
LOC105376279,NF,359
EPN2,NDE,359
ACE,NDE,359
LOC105377891,NF,359
LOC107985709,NF,359
SETD1B,NDE,358
LOC105370345,NF,358
TNP2,NDE,358
LOC105375955,NF,358
CASS4,NDE,358
RNASE4,NDE,358
TLN2,NDE,358
PSMD12,NDE,357
LOC107986941,NF,357
ANG,NDE,357
AOC3,NDE,356
TSPAN14,NDE,356
AFTPH,NDE,356
LOC105371022,NF,356
CEP290,NDE,355
BMP10,NDE,354
B9D1,NDE,352
RPS15AP10,NF,351
LOC102723966,NF,351
GPBP1L1,NDE,351
LOC105370604,NF,351
RALGAPA1,NDE,351
LOC107985466,NF,351
EPHB1,NDE,350
ZDHHC11B,NF,349
CHD5,NDE,349
GOLT1B,NDE,348
CXorf57,NF,346
CEP55,NDE,346
EDDM3B,NDE,346
MKNK1-AS1,NF,346
LOC105376441,NF,345
MRPS6,NDE,344
LOC105373447,NF,344
CTBS,NDE,344
HMCES,NDE,343
JADE1,NDE,343
GUCY1A3,NDE,343
CFAP99,NDE,341
GUCA1A,NDE,339
LOC101927497,NF,339
AKAP7,NDE,337
CLEC4GP1,NF,337
LOC105370080,NF,335
LINC02158,NF,335
ZNF675,NF,335
LOC105370210,NF,334
LOC105373436,NF,334
LOC107984122,NF,333
BMP2K,NDE,332
SERP2,NDE,331
HORMAD2,NDE,331
MYOM3,NDE,330
LURAP1L-AS1,NF,330
LOC102724919,NF,330
ADAM1A,NDE,329
CYP2J2,NDE,329
ENTHD1,NDE,328
LURAP1L,NDE,328
LOC105369449,NF,328
STK32B,NDE,328
FAM186B,NDE,325
LOC105379104,NF,325
TUBA1C,NDE,325
CYP3A43,NDE,325
LOC105372955,NF,325
LOC105375533,NF,324
TIAM1,NDE,323
SHC4,NDE,323
PAQR7,NDE,321
B4GALT5,NDE,321
FERMT2,NDE,321
LOC105370500,NF,321
ASNSP1,NF,320
PTPRJ,NDE,320
KIF19,NDE,320
CAMK2G,NDE,320
LOC105373484,NF,319
PDXP,NDE,319
LOC101927051,NF,319
LOC105372404,NF,319
NFKBIL1,NDE,318
ATP6V1G2,NDE,318
LOC107986285,NF,317
OAS2,NDE,316
LOC107984736,NF,316
ZNF616,NDE,316
CACNA1B,NDE,315
DDX46,NDE,315
SEL1L3,NDE,312
IL25,NDE,312
CMTM5,NDE,312
ZNF322,NF,312
CDH9,NDE,310
LINC02167,NF,310
LOC105376714,NF,307
LOC105372988,NF,307
JPH1,NDE,307
LOC105376759,NF,305
FHIT,NDE,305
LINC02204,NF,304
IMMP2L,NDE,304
UAP1L1,NDE,304
KCNAB1,NDE,304
STAMBPL1,NDE,303
LOC105371509,NF,303
PARAL1,NF,303
HLA-J,NDE,302
LOC105377346,NF,302
LOC107987448,NF,302
SAGE2P,NF,302
GC,NDE,301
GRM8,NDE,298
LOC107985711,NF,297
LNX1,NDE,296
NCAPH2,NDE,296
LOC105375334,NF,296
APEX1,NDE,295
CEACAM1,NDE,295
ACVR1B,NDE,295
LOC105370661,NF,294
LOC105373320,NF,293
GPR143,NDE,293
LOC101929321,NF,293
MIR4488,NF,292
DRD3,NDE,292
LRRC10B,NDE,292
LOC105376615,NF,292
NAA35,NDE,291
MROH1,NF,291
LRRC75A,NDE,291
LOC105370340,NF,291
SH3KBP1,NDE,291
LOC105375920,NF,290
LOC101928166,NF,289
G2E3-AS1,NF,289
LOC105374659,NF,288
LOC101927342,NF,288
LOC105373345,NF,288
TBC1D8B,NDE,287
LINC01994,NF,287
ACOX1,NDE,287
ATXN2-AS,NF,287
LOC105370842,NF,287
PLCXD2,NDE,286
KIAA0895,NDE,286
LOC105373578,NF,286
LOC105372047,NF,286
KCNJ5,NDE,286
LINC00400,NF,285
LOC107986348,NF,285
PHF3,NDE,285
LOC105369528,NF,284
RBM15-AS1,NF,284
C11orf45,NF,284
ZNF117,NDE,283
CYHR1,NDE,283
MINOS1-NBL1,NDE,282
LINC00443,NF,282
MINOS1,NDE,281
OR12D2,NF,281
LOC105372501,NF,280
LOC107984104,NF,280
C2orf88,NF,280
MIPOL1,NF,279
LOC105374362,NF,278
LNX1-AS1,NF,277
CAPN9,NDE,277
CDH7,NDE,277
SCAPER,NDE,277
LOC105372191,NF,277
PIH1D3,NDE,276
CD226,NDE,276
LRRC75A-AS1,NF,276
XRCC4,NDE,276
IQCA1L,NF,275
LOC105370627,NF,275
ABCF2,NDE,275
B4GALNT1,NDE,274
SLC26A10,NDE,274
LOC102724421,NF,274
ZBTB20,NDE,274
SUGP2,NF,273
SEPT8,NDE,272
RASD2,NDE,272
LOC107986449,NF,272
KCNIP1,NDE,272
LOC105375466,NF,272
KRT42P,NF,272
DNAJC2,NDE,270
PMPCB,NDE,270
MCU,NDE,269
ARHGEF1,NDE,268
FGGY,NDE,268
CTSL3P,NF,268
LOC107984603,NF,268
CATSPERG,NDE,267
NENF,NDE,266
RXFP2,NF,266
ZFP90,NDE,266
LOC101927183,NF,264
LOC105373030,NF,264
LOC105371507,NF,262
LOC100288866,NF,262
GNAZ,NDE,261
RSPH14,NDE,261
PHLDB2,NDE,260
LINC02246,NF,260
LOC105373652,NF,260
CTD-2270F17.1,NF,259
LINC02252,NF,259
UBE2L3,NDE,258
LOC105374040,NF,258
VEPH1,NDE,258
LIN28B,NDE,258
GPHN,NDE,257
URM1,NDE,257
SLC36A4,NDE,257
TTC16,NF,257
STRN,NDE,256
LOC107985867,NF,256
DENND1B,NDE,255
TRAPPC6B,NDE,255
MCM8,NDE,255
FBXL18,NDE,255
MINK1,NDE,254
PGAP2,NDE,254
CECR2,NDE,254
NAV2,NDE,253
LOC107985359,NF,252
PBX3,NDE,252
RNF130,NDE,251
KIR3DX1,NF,251
SLC16A4,NDE,250
LOC105372777,NF,250
LOC105377400,NF,248
PTPRK,NDE,246
CORO2A,NDE,246
LOC107985945,NF,245
PTGER3,NDE,245
CHRNA5,NDE,245
LOC105373146,NF,244
LOC107984363,NF,244
PIP4P1,NDE,244
C5orf56,NF,244
KLHL20,NDE,243
LOC105374835,NF,242
DENND5A,NDE,242
ZFAND6,NDE,242
LPAR5,NDE,242
NR6A1,NDE,242
LOC105369631,NF,242
LOC105375983,NF,241
M6PR,NDE,241
KMT2A,NDE,241
GSE1,NDE,241
LOC105374839,NF,240
LOC100506207,NF,240
GSN,NDE,239
SLC9A2,NDE,239
LOC105373804,NF,239
TTC22,NDE,239
LRP11,NDE,239
GSN-AS1,NF,238
RBM15,NDE,238
CD47,NDE,238
LOC105376191,NF,237
ICE2,NDE,237
LOC105372898,NF,237
LOC101928786,NF,236
WNT9B,NDE,236
PBLD,NDE,235
DIAPH1,NDE,235
CCDC12,NDE,235
ATP6V1C2,NDE,235
CYP2S1,NDE,235
TDRD9,NDE,235
CETN3,NDE,234
KDELR2,NDE,234
SNTG1,NDE,234
LOC101929541,NF,234
LOC105373398,NF,233
MSTN,NDE,233
EML1,NDE,233
LOC401557,NF,233
DAPK2,NDE,233
WFDC6,NF,233
GPR160,NDE,232
RETSAT,NDE,232
FCGR2B,NDE,231
LOC101927764,NF,231
GRIA2,NDE,231
ADAMTS3,NDE,230
LINC02231,NF,230
PPHLN1,NDE,230
DDX52,NDE,230
LOC105376463,NF,229
PLXNA2,NDE,229
LOC105369822,NF,228
LINC02349,NF,228
CTNNA3,NDE,226
TRPM7,NDE,226
LOC105372043,NF,226
GRIK4,NDE,226
A2M,NDE,226
CBFB,NDE,225
BTF3L4,NDE,225
SUCLG1,NDE,225
GBP3,NDE,224
LOC105379100,NF,223
IPO9,NDE,223
LOC105378740,NF,223
VTI1A,NDE,222
FAM135A,NDE,222
LOC101928236,NF,221
AKNAD1,NDE,221
DICER1,NDE,221
LOC105371197,NF,221
LOC107985183,NF,220
LOC102724019,NF,220
SMG9,NDE,219
MAPK7,NDE,219
NECAB2,NDE,219
LOC107987045,NF,219
ZRANB2-AS1,NF,219
MYRIP,NDE,219
CEP78,NDE,219
C22orf34,NF,219
LINC00701,NF,218
SYNGAP1,NDE,218
LOC107986838,NF,218
LOC107986839,NF,218
TNFSF18,NDE,216
JAKMIP2-AS1,NF,215
LOC105377505,NF,215
VTI1B,NDE,215
LOC105370740,NF,215
LOC107984780,NF,215
CEP170,NDE,214
SHTN1,NDE,214
LVRN,NDE,214
ARHGAP39,NDE,214
SLC16A14,NDE,213
LOC107985995,NF,213
LOC105377703,NF,212
ERV3-1,NF,212
ADAMTS9,NDE,212
DSC3,NDE,212
CTNS,NDE,212
LOC105371493,NF,212
ABCA3,NDE,211
TMEM52B,NDE,211
FAM32A,NDE,211
LOC105370152,NF,211
LOC105378392,NF,210
SLC4A4,NDE,209
PLA2G15,NDE,209
LOC107984473,NF,208
MAP3K7CL,NDE,208
LOC105375404,NF,208
LOC645177,NF,208
ZC3H6,NDE,207
LOC105372767,NF,207
KIRREL3,NDE,207
JAKMIP2,NF,207
LINC01197,NF,207
LOC107984764,NF,207
ST6GALNAC4,NDE,206
ZC2HC1C,NDE,206
NRXN3,NDE,206
MAGI3,NDE,206
ST6GALNAC6,NDE,206
SLC30A4,NDE,205
SPATA1,NDE,205
LINC00694,NF,205
LOC100506319,NF,205
ZNF558,NF,204
FAM71C,NF,204
LOC105371006,NF,204
DERA,NDE,203
TXNDC12,NDE,203
IQCE,NDE,203
CFAP58,NF,203
LOC101928357,NF,203
LOC105376809,NF,203
SEPT11,NDE,202
KPRP,NDE,202
LOC105377291,NF,202
CYP46A1,NDE,202
LOC107985981,NF,202
LOC105378497,NF,202
LOC107985984,NF,202
LOC102723313,NF,202
TMPRSS11F,NDE,202
DNMT3A,NDE,202
DCUN1D5,NDE,202
LOC107984915,NF,201
ATG13,NDE,201
PHKA1-AS1,NF,201
PTK6,NDE,201
SLC10A7,NDE,200
LOC101928140,NF,200
CHIA,NDE,200
KLHDC1,NDE,200
TEF,NDE,200
EIF1B-AS1,NF,199
CCNK,NDE,199
MIR99AHG,NDE,199
LOC102723733,NF,199
LOC100128568,NF,199
EARS2,NDE,199
DISP3,NF,199
H2BFWT,NF,199
NCBP1,NDE,199
MFAP4,NDE,198
OTULIN,NDE,198
TBX15,NDE,198
LOC105372888,NF,198
LOC105375359,NF,197
CES5AP1,NF,197
USP7,NDE,196
LOC105375829,NF,196
EPSTI1,NDE,195
CAPN3,NDE,195
KRT36,NDE,195
MEGF8,NDE,194
FAF1,NDE,194
INO80,NDE,194
LOC105370178,NF,193
TAPBPL,NDE,193
CD27-AS1,NF,193
MIR3977,NF,193
